pre,suff,count
pussy,muncher,24
pussy,fucker,167
pussy,sucker,8
pussy,lord,37
pussy,clown,3
pussy,slut,14
pussy,pirate,3
pussy,bro,6
pussy,nazi,1
pussy,whore,8
pussy,boy,2662
pussy,boi,1623
pussy,burglar,4
pussy,bandit,7
pussy,bitch,450
pussy,waffle,9
pussy,burger,50
pussy,cake,57
pussy,nugget,1
pussy,rag,13
pussy,nozzle,0
pussy,stain,2
pussy,wagon,818
pussy,weed,18
pussy,hat,2875
pussy,canoe,2
pussy,boat,14
pussy,stick,49
pussy,socket,0
pussy,trumpet,0
pussy,mitten,0
pussy,twat,28
pussy,dick,234
pussy,cunt,86
pussy,ass,1505
pussy,cock,136
pussy,balls,45
pussy,face,633
pussy,head,115
pussy,nuts,7
pussy,brain,18
pussy,brains,6
pussy,knuckle,3
pussy,mouth,105
pussy,nose,3
pussy,skull,0
pussy,tard,9
pussy,oid,0
pussy,ster,1
pussy,azoid,0
pussy,let,3
pussy,fuck,540
pussy,shit,405
pussy,fart,1038
pussy,wit,0
pussy,lib,1
pussy,breath,30
tit,wad,43
tit,bag,128
tit,bucket,6
tit,sack,24
tit,ball,121
tit,splash,1
tit,pot,3
tit,pile,0
tit,weasel,24
tit,monkey,7
tit,dog,6
tit,rat,78
tit,bird,30
tit,goblin,3
tit,puffin,0
tit,licker,43
tit,muncher,11
tit,fucker,6827
tit,sucker,102
tit,lord,57
tit,clown,4
tit,slut,12
tit,pirate,0
tit,bro,21
tit,nazi,1
tit,whore,28
tit,boy,56
tit,boi,11
tit,burglar,2
tit,bandit,0
tit,bitch,19
tit,waffle,31
tit,burger,32
tit,cake,16
tit,nugget,11
tit,rag,3
tit,nozzle,0
tit,stain,9
tit,wagon,12
tit,weed,6
tit,hat,11
tit,canoe,1
tit,boat,3
tit,stick,13
tit,socket,0
tit,trumpet,0
tit,mitten,1
tit,twat,5
tit,dick,85
tit,cunt,15
tit,ass,73
tit,cock,71
tit,balls,310
tit,face,215
tit,head,388
tit,nuts,6
tit,brain,7
tit,brains,5
tit,knuckle,3
tit,mouth,9
tit,nose,28
tit,skull,0
tit,tard,6
tit,oid,1
tit,ster,262
tit,azoid,0
tit,let,105
tit,fuck,30802.75
tit,shit,72
tit,fart,23
tit,wit,28
tit,lib,0
tit,breath,0
fuck,wad,84336.225
fuck,bag,9430
fuck,bucket,1300
fuck,sack,333
fuck,ball,1458
fuck,splash,22
fuck,pot,140
fuck,pile,684
fuck,weasel,808
fuck,monkey,396
fuck,dog,168
fuck,rat,115
fuck,bird,641
fuck,goblin,67
fuck,puffin,20
fuck,licker,33
fuck,muncher,37
fuck,fucker,48
fuck,sucker,75
fuck,lord,1218
fuck,clown,137
fuck,slut,1647
fuck,pirate,7
fuck,bro,58
fuck,nazi,13
fuck,whore,254
fuck,boy,109988.95000000001
fuck,boi,49880.975000000006
fuck,burglar,7
fuck,bandit,4
fuck,bitch,276
fuck,waffle,1003
fuck,burger,140
fuck,cake,118
fuck,nugget,10859
fuck,rag,430
fuck,nozzle,789
fuck,stain,6409
fuck,wagon,510
fuck,weed,369
fuck,hat,633
fuck,canoe,53
fuck,boat,183
fuck,stick,42636.850000000006
fuck,socket,55
fuck,trumpet,1290
fuck,mitten,13
fuck,twat,3296
fuck,dick,416
fuck,cunt,569
fuck,ass,17282
fuck,cock,76
fuck,balls,12148
fuck,face,125767.75000000001
fuck,head,123223.175
fuck,nuts,20122
fuck,brain,532
fuck,brains,283
fuck,knuckle,1723
fuck,mouth,254
fuck,nose,345
fuck,skull,65
fuck,tard,234587.90000000002
fuck,oid,41
fuck,ster,351
fuck,azoid,46
fuck,let,173
fuck,fuck,3916
fuck,shit,10609
fuck,fart,174
fuck,wit,228196.02500000002
fuck,lib,1
fuck,breath,46
wank,wad,9
wank,bag,311
wank,bucket,41
wank,sack,17
wank,ball,191
wank,splash,37
wank,pot,123
wank,pile,8
wank,weasel,5
wank,monkey,3
wank,dog,21
wank,rat,1
wank,bird,3
wank,goblin,12
wank,puffin,532
wank,licker,1
wank,muncher,0
wank,fucker,0
wank,sucker,0
wank,lord,97
wank,clown,0
wank,slut,2
wank,pirate,0
wank,bro,2
wank,nazi,0
wank,whore,1
wank,boy,28
wank,boi,8
wank,burglar,1
wank,bandit,0
wank,bitch,3
wank,waffle,10
wank,burger,7
wank,cake,3
wank,nugget,26
wank,rag,146
wank,nozzle,17
wank,stain,7756
wank,wagon,16
wank,weed,0
wank,hat,11
wank,canoe,0
wank,boat,2
wank,stick,73
wank,socket,1
wank,trumpet,21
wank,mitten,2
wank,twat,7
wank,dick,2
wank,cunt,6
wank,ass,16
wank,cock,38
wank,balls,7
wank,face,145
wank,head,81
wank,nuts,13
wank,brain,5
wank,brains,2
wank,knuckle,3
wank,mouth,1
wank,nose,1
wank,skull,3
wank,tard,158
wank,oid,4
wank,ster,908
wank,azoid,1
wank,let,14
wank,fuck,48
wank,shit,45
wank,fart,34
wank,wit,7
wank,lib,0
wank,breath,3
dumb,wad,70
dumb,bag,25
dumb,bucket,5
dumb,sack,9
dumb,ball,70
dumb,splash,0
dumb,pot,5
dumb,pile,1
dumb,weasel,2
dumb,monkey,6
dumb,dog,276
dumb,rat,5
dumb,bird,22
dumb,goblin,0
dumb,puffin,0
dumb,licker,0
dumb,muncher,0
dumb,fucker,353
dumb,sucker,1
dumb,lord,43
dumb,clown,3
dumb,slut,90
dumb,pirate,0
dumb,bro,16
dumb,nazi,0
dumb,whore,57
dumb,boy,45
dumb,boi,69
dumb,burglar,0
dumb,bandit,0
dumb,bitch,6430
dumb,waffle,4
dumb,burger,4
dumb,cake,12
dumb,nugget,18
dumb,rag,1
dumb,nozzle,1
dumb,stain,7
dumb,wagon,7
dumb,weed,10
dumb,hat,22
dumb,canoe,0
dumb,boat,3
dumb,stick,111
dumb,socket,0
dumb,trumpet,1
dumb,mitten,0
dumb,twat,51
dumb,dick,484
dumb,cunt,3699
dumb,ass,3631047.6500000004
dumb,cock,39
dumb,balls,31
dumb,face,892
dumb,head,1609
dumb,nuts,884
dumb,brain,51
dumb,brains,4
dumb,knuckle,2
dumb,mouth,5
dumb,nose,1
dumb,skull,77
dumb,tard,637
dumb,oid,9
dumb,ster,3239
dumb,azoid,1
dumb,let,21
dumb,fuck,191951.05000000002
dumb,shit,85285.875
dumb,fart,44
dumb,wit,879
dumb,lib,3
dumb,breath,0
lame,wad,403
lame,bag,4
lame,bucket,0
lame,sack,3
lame,ball,38
lame,splash,0
lame,pot,1
lame,pile,0
lame,weasel,0
lame,monkey,2
lame,dog,37
lame,rat,238
lame,bird,3
lame,goblin,1
lame,puffin,0
lame,licker,0
lame,muncher,0
lame,fucker,1
lame,sucker,0
lame,lord,20
lame,clown,0
lame,slut,1
lame,pirate,1
lame,bro,34
lame,nazi,0
lame,whore,0
lame,boy,353
lame,boi,55
lame,burglar,0
lame,bandit,0
lame,bitch,4
lame,waffle,1
lame,burger,21
lame,cake,16
lame,nugget,0
lame,rag,0
lame,nozzle,0
lame,stain,139
lame,wagon,1
lame,weed,0
lame,hat,1
lame,canoe,0
lame,boat,9
lame,stick,3
lame,socket,0
lame,trumpet,0
lame,mitten,0
lame,twat,1
lame,dick,71
lame,cunt,6
lame,ass,6662
lame,cock,19
lame,balls,81
lame,face,54
lame,head,28
lame,nuts,2
lame,brain,931
lame,brains,1116
lame,knuckle,0
lame,mouth,3
lame,nose,1
lame,skull,0
lame,tard,58
lame,oid,108
lame,ster,55
lame,azoid,8
lame,let,0
lame,fuck,58
lame,shit,73
lame,fart,6
lame,wit,1
lame,lib,2
lame,breath,0
gay,wad,1947
gay,bag,22
gay,bucket,0
gay,sack,10
gay,ball,194
gay,splash,0
gay,pot,9
gay,pile,23
gay,weasel,0
gay,monkey,2
gay,dog,45
gay,rat,93
gay,bird,86
gay,goblin,4
gay,puffin,0
gay,licker,1
gay,muncher,0
gay,fucker,13
gay,sucker,1
gay,lord,44913.575000000004
gay,clown,6
gay,slut,31
gay,pirate,2
gay,bro,12267
gay,nazi,43
gay,whore,19
gay,boy,5476
gay,boi,4532
gay,burglar,0
gay,bandit,7
gay,bitch,31
gay,waffle,1
gay,burger,22
gay,cake,43
gay,nugget,2
gay,rag,1
gay,nozzle,0
gay,stain,1
gay,wagon,15
gay,weed,80
gay,hat,11
gay,canoe,0
gay,boat,9
gay,stick,5
gay,socket,0
gay,trumpet,0
gay,mitten,0
gay,twat,15
gay,dick,60
gay,cunt,201
gay,ass,5127
gay,cock,111
gay,balls,240
gay,face,863
gay,head,147
gay,nuts,15
gay,brain,10
gay,brains,2
gay,knuckle,0
gay,mouth,13
gay,nose,5
gay,skull,335
gay,tard,676
gay,oid,4
gay,ster,90
gay,azoid,0
gay,let,17
gay,fuck,129
gay,shit,634
gay,fart,12
gay,wit,0
gay,lib,33
gay,breath,0
homo,wad,1
homo,bag,1
homo,bucket,0
homo,sack,0
homo,ball,23
homo,splash,0
homo,pot,0
homo,pile,0
homo,weasel,0
homo,monkey,0
homo,dog,6
homo,rat,1
homo,bird,3
homo,goblin,165
homo,puffin,0
homo,licker,1
homo,muncher,0
homo,fucker,8
homo,sucker,5
homo,lord,25
homo,clown,1
homo,slut,4
homo,pirate,0
homo,bro,94
homo,nazi,121
homo,whore,2
homo,boy,60
homo,boi,10
homo,burglar,1
homo,bandit,0
homo,bitch,9
homo,waffle,0
homo,burger,10
homo,cake,4
homo,nugget,0
homo,rag,0
homo,nozzle,0
homo,stain,0
homo,wagon,2
homo,weed,4
homo,hat,89
homo,canoe,0
homo,boat,1
homo,stick,1
homo,socket,0
homo,trumpet,0
homo,mitten,0
homo,twat,0
homo,dick,4
homo,cunt,5
homo,ass,11
homo,cock,1
homo,balls,9
homo,face,14
homo,head,3
homo,nuts,0
homo,brain,2
homo,brains,1
homo,knuckle,0
homo,mouth,2
homo,nose,0
homo,skull,0
homo,tard,20
homo,oid,0
homo,ster,2
homo,azoid,0
homo,let,2
homo,fuck,40
homo,shit,63
homo,fart,0
homo,wit,0
homo,lib,1
homo,breath,1
queer,wad,3
queer,bag,193
queer,bucket,2
queer,sack,1
queer,ball,50
queer,splash,0
queer,pot,0
queer,pile,1
queer,weasel,0
queer,monkey,0
queer,dog,1
queer,rat,54
queer,bird,2
queer,goblin,0
queer,puffin,0
queer,licker,1
queer,muncher,0
queer,fucker,0
queer,sucker,0
queer,lord,30
queer,clown,0
queer,slut,0
queer,pirate,0
queer,bro,9
queer,nazi,0
queer,whore,1
queer,boy,218
queer,boi,59
queer,burglar,0
queer,bandit,0
queer,bitch,3
queer,waffle,0
queer,burger,23
queer,cake,15
queer,nugget,1
queer,rag,0
queer,nozzle,1
queer,stain,2
queer,wagon,0
queer,weed,1
queer,hat,0
queer,canoe,0
queer,boat,10
queer,stick,5
queer,socket,0
queer,trumpet,0
queer,mitten,0
queer,twat,0
queer,dick,7
queer,cunt,6
queer,ass,64
queer,cock,0
queer,balls,15
queer,face,22
queer,head,7
queer,nuts,3
queer,brain,0
queer,brains,1
queer,knuckle,0
queer,mouth,2
queer,nose,5
queer,skull,1
queer,tard,16
queer,oid,29
queer,ster,2
queer,azoid,0
queer,let,3
queer,fuck,13
queer,shit,22
queer,fart,55
queer,wit,0
queer,lib,2
queer,breath,1
fag,wad,119
fag,bag,907
fag,bucket,16
fag,sack,9
fag,ball,156
fag,splash,0
fag,pot,10
fag,pile,7
fag,weasel,2
fag,monkey,7
fag,dog,17
fag,rat,9
fag,bird,1
fag,goblin,0
fag,puffin,19
fag,licker,6
fag,muncher,32
fag,fucker,39
fag,sucker,1
fag,lord,2153
fag,clown,4
fag,slut,101
fag,pirate,1
fag,bro,51
fag,nazi,6
fag,whore,31
fag,boy,1999
fag,boi,890
fag,burglar,0
fag,bandit,0
fag,bitch,48
fag,waffle,5
fag,burger,19
fag,cake,13
fag,nugget,13
fag,rag,11
fag,nozzle,7
fag,stain,13
fag,wagon,106
fag,weed,7
fag,hat,373
fag,canoe,1
fag,boat,39
fag,stick,102
fag,socket,0
fag,trumpet,0
fag,mitten,0
fag,twat,10
fag,dick,63
fag,cunt,64
fag,ass,246
fag,cock,13
fag,balls,390
fag,face,215
fag,head,51
fag,nuts,75
fag,brain,3
fag,brains,5
fag,knuckle,3
fag,mouth,46
fag,nose,8
fag,skull,0
fag,tard,1074
fag,oid,35
fag,ster,65
fag,azoid,17
fag,let,303
fag,fuck,134
fag,shit,413
fag,fart,15
fag,wit,7
fag,lib,5
fag,breath,17
douche,wad,1447
douche,bag,1167302.475
douche,bucket,400
douche,sack,87
douche,ball,226
douche,splash,2
douche,pot,29
douche,pile,22
douche,weasel,233
douche,monkey,243
douche,dog,17
douche,rat,10
douche,bird,46
douche,goblin,29
douche,puffin,0
douche,licker,16
douche,muncher,10
douche,fucker,93
douche,sucker,17
douche,lord,3651
douche,clown,258
douche,slut,6
douche,pirate,5
douche,bro,5570
douche,nazi,12
douche,whore,25
douche,boy,191
douche,boi,11
douche,burglar,7
douche,bandit,6
douche,bitch,52
douche,waffle,1718
douche,burger,183
douche,cake,223
douche,nugget,2106
douche,rag,173
douche,nozzle,46106.725000000006
douche,stain,45
douche,wagon,762
douche,weed,42
douche,hat,489
douche,canoe,25607
douche,boat,81
douche,stick,74
douche,socket,3
douche,trumpet,30
douche,mitten,1
douche,twat,184
douche,dick,493
douche,cunt,636
douche,ass,137
douche,cock,316
douche,balls,76
douche,face,1400
douche,head,115
douche,nuts,134
douche,brain,23
douche,brains,2
douche,knuckle,349
douche,mouth,18
douche,nose,15
douche,skull,3
douche,tard,1533
douche,oid,0
douche,ster,78
douche,azoid,1
douche,let,28
douche,fuck,1726
douche,shit,50
douche,fart,61
douche,wit,35
douche,lib,61
douche,breath,14
jerk,wad,9572
jerk,bag,1678
jerk,bucket,4
jerk,sack,6
jerk,ball,62
jerk,splash,0
jerk,pot,29
jerk,pile,2
jerk,weasel,19
jerk,monkey,12
jerk,dog,29
jerk,rat,26
jerk,bird,26
jerk,goblin,0
jerk,puffin,0
jerk,licker,0
jerk,muncher,0
jerk,fucker,2
jerk,sucker,0
jerk,lord,26
jerk,clown,2
jerk,slut,29
jerk,pirate,0
jerk,bro,22
jerk,nazi,0
jerk,whore,1
jerk,boy,291
jerk,boi,51
jerk,burglar,0
jerk,bandit,1
jerk,bitch,15
jerk,waffle,41
jerk,burger,30
jerk,cake,3
jerk,nugget,31
jerk,rag,3
jerk,nozzle,14
jerk,stain,16
jerk,wagon,490
jerk,weed,291
jerk,hat,23
jerk,canoe,1
jerk,boat,3
jerk,stick,13
jerk,socket,0
jerk,trumpet,0
jerk,mitten,0
jerk,twat,4
jerk,dick,51
jerk,cunt,2
jerk,ass,10866
jerk,cock,3
jerk,balls,25
jerk,face,13791
jerk,head,268
jerk,nuts,25
jerk,brain,383
jerk,brains,21
jerk,knuckle,0
jerk,mouth,5
jerk,nose,10
jerk,skull,0
jerk,tard,25
jerk,oid,36
jerk,ster,26
jerk,azoid,32
jerk,let,2
jerk,fuck,40
jerk,shit,21
jerk,fart,3
jerk,wit,4
jerk,lib,1
jerk,breath,1
dork,wad,307
dork,bag,34
dork,bucket,2
dork,sack,0
dork,ball,43
dork,splash,0
dork,pot,0
dork,pile,1
dork,weasel,4
dork,monkey,1
dork,dog,4
dork,rat,3
dork,bird,5
dork,goblin,0
dork,puffin,0
dork,licker,0
dork,muncher,4
dork,fucker,1
dork,sucker,1
dork,lord,460
dork,clown,1
dork,slut,0
dork,pirate,0
dork,bro,4
dork,nazi,0
dork,whore,0
dork,boy,38
dork,boi,4
dork,burglar,0
dork,bandit,0
dork,bitch,3
dork,waffle,11
dork,burger,11
dork,cake,1
dork,nugget,7
dork,rag,0
dork,nozzle,5
dork,stain,1
dork,wagon,7
dork,weed,7
dork,hat,2
dork,canoe,0
dork,boat,31
dork,stick,31
dork,socket,0
dork,trumpet,0
dork,mitten,0
dork,twat,0
dork,dick,9
dork,cunt,1
dork,ass,444
dork,cock,1
dork,balls,9
dork,face,309
dork,head,38
dork,nuts,13
dork,brain,11
dork,brains,36
dork,knuckle,0
dork,mouth,3
dork,nose,4
dork,skull,1
dork,tard,13
dork,oid,15
dork,ster,50
dork,azoid,73
dork,let,79
dork,fuck,12
dork,shit,18
dork,fart,5
dork,wit,1
dork,lib,0
dork,breath,2
creep,wad,60
creep,bag,92
creep,bucket,1
creep,sack,4
creep,ball,90
creep,splash,0
creep,pot,0
creep,pile,0
creep,weasel,0
creep,monkey,1
creep,dog,9
creep,rat,1
creep,bird,0
creep,goblin,0
creep,puffin,0
creep,licker,0
creep,muncher,0
creep,fucker,2
creep,sucker,0
creep,lord,137
creep,clown,0
creep,slut,0
creep,pirate,0
creep,bro,9
creep,nazi,0
creep,whore,0
creep,boy,15
creep,boi,5
creep,burglar,0
creep,bandit,0
creep,bitch,0
creep,waffle,0
creep,burger,0
creep,cake,21
creep,nugget,4
creep,rag,0
creep,nozzle,0
creep,stain,10
creep,wagon,8
creep,weed,2
creep,hat,12
creep,canoe,0
creep,boat,2
creep,stick,6
creep,socket,0
creep,trumpet,0
creep,mitten,0
creep,twat,0
creep,dick,14
creep,cunt,1
creep,ass,192
creep,cock,0
creep,balls,47
creep,face,159
creep,head,10
creep,nuts,2
creep,brain,1
creep,brains,1
creep,knuckle,0
creep,mouth,0
creep,nose,0
creep,skull,0
creep,tard,140
creep,oid,584
creep,ster,3581
creep,azoid,1999
creep,let,8
creep,fuck,49
creep,shit,56
creep,fart,0
creep,wit,0
creep,lib,0
creep,breath,0
dip,wad,2350
dip,bag,9
dip,bucket,0
dip,sack,0
dip,ball,2
dip,splash,0
dip,pot,3
dip,pile,0
dip,weasel,3
dip,monkey,1
dip,dog,8
dip,rat,0
dip,bird,1
dip,goblin,0
dip,puffin,0
dip,licker,2
dip,muncher,0
dip,fucker,13
dip,sucker,2
dip,lord,29
dip,clown,28
dip,slut,22
dip,pirate,0
dip,bro,5
dip,nazi,0
dip,whore,1
dip,boy,4
dip,boi,3
dip,burglar,0
dip,bandit,0
dip,bitch,0
dip,waffle,3
dip,burger,0
dip,cake,1
dip,nugget,32
dip,rag,0
dip,nozzle,8
dip,stain,9
dip,wagon,0
dip,weed,260
dip,hat,3
dip,canoe,0
dip,boat,0
dip,stick,59925.350000000006
dip,socket,0
dip,trumpet,0
dip,mitten,0
dip,twat,26
dip,dick,43
dip,cunt,31
dip,ass,1177
dip,cock,7
dip,balls,1
dip,face,40
dip,head,79
dip,nuts,38
dip,brain,10
dip,brains,1
dip,knuckle,2
dip,mouth,5
dip,nose,1
dip,skull,0
dip,tard,452
dip,oid,2
dip,ster,708
dip,azoid,0
dip,let,14
dip,fuck,1800
dip,shit,863706.675
dip,fart,9
dip,wit,206
dip,lib,8
dip,breath,0
nazi,wad,3
nazi,bag,1
nazi,bucket,0
nazi,sack,3
nazi,ball,180
nazi,splash,0
nazi,pot,1
nazi,pile,1
nazi,weasel,0
nazi,monkey,0
nazi,dog,10
nazi,rat,2
nazi,bird,14
nazi,goblin,0
nazi,puffin,0
nazi,licker,0
nazi,muncher,0
nazi,fucker,13
nazi,sucker,1
nazi,lord,11
nazi,clown,14
nazi,slut,1
nazi,pirate,1
nazi,bro,29
nazi,nazi,36
nazi,whore,5
nazi,boy,175
nazi,boi,285
nazi,burglar,0
nazi,bandit,0
nazi,bitch,17
nazi,waffle,1
nazi,burger,43
nazi,cake,5
nazi,nugget,6
nazi,rag,2
nazi,nozzle,0
nazi,stain,1
nazi,wagon,10
nazi,weed,1
nazi,hat,6
nazi,canoe,0
nazi,boat,2
nazi,stick,6
nazi,socket,0
nazi,trumpet,1
nazi,mitten,0
nazi,twat,1
nazi,dick,12
nazi,cunt,27
nazi,ass,8
nazi,cock,10
nazi,balls,26
nazi,face,23
nazi,head,11
nazi,nuts,1
nazi,brain,3
nazi,brains,2
nazi,knuckle,0
nazi,mouth,16
nazi,nose,0
nazi,skull,1
nazi,tard,62
nazi,oid,4
nazi,ster,20195
nazi,azoid,0
nazi,let,3
nazi,fuck,28
nazi,shit,90
nazi,fart,0
nazi,wit,0
nazi,lib,3
nazi,breath,0
geek,wad,82
geek,bag,4
geek,bucket,1
geek,sack,0
geek,ball,8
geek,splash,1
geek,pot,0
geek,pile,0
geek,weasel,1
geek,monkey,6
geek,dog,0
geek,rat,13
geek,bird,1
geek,goblin,0
geek,puffin,0
geek,licker,0
geek,muncher,0
geek,fucker,0
geek,sucker,0
geek,lord,51
geek,clown,0
geek,slut,2
geek,pirate,1
geek,bro,38
geek,nazi,0
geek,whore,1
geek,boy,192
geek,boi,13
geek,burglar,0
geek,bandit,0
geek,bitch,1
geek,waffle,0
geek,burger,35
geek,cake,1
geek,nugget,0
geek,rag,0
geek,nozzle,0
geek,stain,0
geek,wagon,13
geek,weed,7
geek,hat,3
geek,canoe,0
geek,boat,1
geek,stick,4
geek,socket,1
geek,trumpet,0
geek,mitten,0
geek,twat,0
geek,dick,15
geek,cunt,0
geek,ass,32
geek,cock,0
geek,balls,2
geek,face,50
geek,head,16
geek,nuts,0
geek,brain,3
geek,brains,7
geek,knuckle,0
geek,mouth,1
geek,nose,0
geek,skull,0
geek,tard,26
geek,oid,80
geek,ster,104
geek,azoid,125
geek,let,563
geek,fuck,3
geek,shit,15
geek,fart,1
geek,wit,1
geek,lib,0
geek,breath,0
slut,wad,3
slut,bag,1902
slut,bucket,172
slut,sack,4
slut,ball,24
slut,splash,0
slut,pot,1
slut,pile,7
slut,weasel,5
slut,monkey,28
slut,dog,54
slut,rat,2
slut,bird,4
slut,goblin,3
slut,puffin,0
slut,licker,1
slut,muncher,2
slut,fucker,54
slut,sucker,3
slut,lord,483
slut,clown,7
slut,slut,27
slut,pirate,4
slut,bro,1
slut,nazi,1
slut,whore,587
slut,boy,254
slut,boi,64
slut,burglar,0
slut,bandit,2
slut,bitch,66
slut,waffle,11
slut,burger,41
slut,cake,71
slut,nugget,33
slut,rag,11
slut,nozzle,2
slut,stain,4
slut,wagon,19
slut,weed,3
slut,hat,1
slut,canoe,1
slut,boat,3
slut,stick,7
slut,socket,1
slut,trumpet,0
slut,mitten,0
slut,twat,0
slut,dick,5
slut,cunt,67
slut,ass,189
slut,cock,13
slut,balls,16
slut,face,490
slut,head,15
slut,nuts,3
slut,brain,12
slut,brains,1
slut,knuckle,1
slut,mouth,84
slut,nose,4
slut,skull,1
slut,tard,11
slut,oid,4
slut,ster,13
slut,azoid,0
slut,let,19
slut,fuck,74
slut,shit,8
slut,fart,40
slut,wit,0
slut,lib,0
slut,breath,0
whore,wad,0
whore,bag,1506
whore,bucket,22
whore,sack,5
whore,ball,4
whore,splash,0
whore,pot,1
whore,pile,0
whore,weasel,1
whore,monkey,7
whore,dog,56
whore,rat,19
whore,bird,2
whore,goblin,8
whore,puffin,0
whore,licker,2
whore,muncher,1
whore,fucker,73
whore,sucker,1
whore,lord,95
whore,clown,20
whore,slut,217
whore,pirate,1
whore,bro,2
whore,nazi,0
whore,whore,9
whore,boy,46
whore,boi,5
whore,burglar,0
whore,bandit,0
whore,bitch,182
whore,waffle,1
whore,burger,15
whore,cake,43
whore,nugget,5
whore,rag,7
whore,nozzle,0
whore,stain,2
whore,wagon,4
whore,weed,2
whore,hat,2
whore,canoe,1
whore,boat,11
whore,stick,5
whore,socket,0
whore,trumpet,0
whore,mitten,0
whore,twat,3
whore,dick,5
whore,cunt,158
whore,ass,92
whore,cock,12
whore,balls,5
whore,face,386
whore,head,45
whore,nuts,3
whore,brain,5
whore,brains,0
whore,knuckle,1
whore,mouth,253
whore,nose,0
whore,skull,0
whore,tard,18
whore,oid,0
whore,ster,11
whore,azoid,0
whore,let,34
whore,fuck,32
whore,shit,467
whore,fart,22
whore,wit,0
whore,lib,0
whore,breath,6
bitch,wad,95
bitch,bag,177
bitch,bucket,6
bitch,sack,5
bitch,ball,162
bitch,splash,0
bitch,pot,2
bitch,pile,5
bitch,weasel,7
bitch,monkey,46
bitch,dog,39
bitch,rat,10
bitch,bird,22
bitch,goblin,5
bitch,puffin,0
bitch,licker,10
bitch,muncher,0
bitch,fucker,114
bitch,sucker,2
bitch,lord,155
bitch,clown,8
bitch,slut,152
bitch,pirate,0
bitch,bro,9
bitch,nazi,6
bitch,whore,299
bitch,boy,11253
bitch,boi,3127
bitch,burglar,4
bitch,bandit,0
bitch,bitch,103
bitch,waffle,45
bitch,burger,25
bitch,cake,133
bitch,nugget,161
bitch,rag,7
bitch,nozzle,20
bitch,stain,9
bitch,wagon,64
bitch,weed,19
bitch,hat,3
bitch,canoe,16
bitch,boat,37
bitch,stick,86
bitch,socket,4
bitch,trumpet,0
bitch,mitten,3
bitch,twat,21
bitch,dick,153
bitch,cunt,603
bitch,ass,35551
bitch,cock,155
bitch,balls,32
bitch,face,13086
bitch,head,103
bitch,nuts,153
bitch,brain,20
bitch,brains,7
bitch,knuckle,1
bitch,mouth,83
bitch,nose,5
bitch,skull,1
bitch,tard,167
bitch,oid,7
bitch,ster,37
bitch,azoid,19
bitch,let,242
bitch,fuck,391
bitch,shit,155
bitch,fart,54
bitch,wit,20
bitch,lib,3
bitch,breath,3
lard,wad,3
lard,bag,99
lard,bucket,270
lard,sack,58
lard,ball,517
lard,splash,0
lard,pot,4
lard,pile,14
lard,weasel,0
lard,monkey,1
lard,dog,0
lard,rat,0
lard,bird,0
lard,goblin,8
lard,puffin,0
lard,licker,2
lard,muncher,3
lard,fucker,7
lard,sucker,4
lard,lord,213
lard,clown,1
lard,slut,0
lard,pirate,0
lard,bro,2
lard,nazi,0
lard,whore,3
lard,boy,92
lard,boi,12
lard,burglar,0
lard,bandit,0
lard,bitch,6
lard,waffle,0
lard,burger,34
lard,cake,35
lard,nugget,3
lard,rag,0
lard,nozzle,0
lard,stain,1
lard,wagon,11
lard,weed,0
lard,hat,4
lard,canoe,0
lard,boat,7
lard,stick,3
lard,socket,0
lard,trumpet,0
lard,mitten,0
lard,twat,1
lard,dick,0
lard,cunt,4
lard,ass,12736
lard,cock,1
lard,balls,211
lard,face,52
lard,head,25
lard,nuts,1
lard,brain,21
lard,brains,10
lard,knuckle,0
lard,mouth,9
lard,nose,0
lard,skull,1
lard,tard,113
lard,oid,2
lard,ster,4
lard,azoid,0
lard,let,5
lard,fuck,38
lard,shit,27
lard,fart,1
lard,wit,0
lard,lib,0
lard,breath,1
scum,wad,174
scum,bag,1347188.1
scum,bucket,1361
scum,sack,96
scum,ball,1452
scum,splash,2
scum,pot,5
scum,pile,41
scum,weasel,13
scum,monkey,0
scum,dog,479
scum,rat,91
scum,bird,18
scum,goblin,2
scum,puffin,0
scum,licker,15
scum,muncher,1
scum,fucker,285
scum,sucker,572
scum,lord,4239
scum,clown,4
scum,slut,10
scum,pirate,2
scum,bro,105
scum,nazi,0
scum,whore,35
scum,boy,62
scum,boi,27
scum,burglar,0
scum,bandit,0
scum,bitch,39
scum,waffle,13
scum,burger,29
scum,cake,13
scum,nugget,12
scum,rag,46
scum,nozzle,3
scum,stain,50
scum,wagon,10
scum,weed,0
scum,hat,6
scum,canoe,1
scum,boat,10
scum,stick,2
scum,socket,0
scum,trumpet,0
scum,mitten,0
scum,twat,22
scum,dick,41
scum,cunt,300
scum,ass,66
scum,cock,16
scum,balls,505
scum,face,89
scum,head,27
scum,nuts,14
scum,brain,18
scum,brains,8
scum,knuckle,0
scum,mouth,0
scum,nose,0
scum,skull,1
scum,tard,57
scum,oid,5
scum,ster,25
scum,azoid,0
scum,let,14
scum,fuck,12741
scum,shit,331
scum,fart,2
scum,wit,0
scum,lib,1
scum,breath,2
slime,wad,53
slime,bag,2800
slime,bucket,204
slime,sack,13
slime,ball,33254
slime,splash,0
slime,pot,10
slime,pile,9
slime,weasel,11
slime,monkey,1
slime,dog,45
slime,rat,4
slime,bird,0
slime,goblin,0
