pre,suff,count,wikt
bum,puffin,0.0,False
bum,licker,170.0,False
bum,muncher,2.0,False
bum,fucker,172.0,False
bum,sucker,119.0,False
bum,lord,55.0,False
bum,clown,8.0,False
bum,slut,17.0,False
bum,pirate,6.0,False
bum,bro,41.0,False
bum,nazi,0.0,False
bum,whore,2.0,False
bum,boy,870.0,True
bum,boi,32.0,False
bum,burglar,4.0,False
bum,bandit,22.0,False
bum,bitch,18.0,False
bum,waffle,2.0,False
bum,burger,43.0,False
bum,cake,19.0,False
bum,nugget,26.0,False
bum,rag,56.0,False
bum,nozzle,3.0,False
bum,stain,11.0,False
bum,wagon,3.0,False
bum,weed,5.0,False
bum,hat,45.0,False
bum,canoe,0.0,False
bum,boat,193.0,True
bum,stick,25.0,False
bum,socket,1.0,False
bum,trumpet,23.0,False
bum,mitten,0.0,False
bum,twat,6.0,False
bum,dick,29.0,False
bum,cunt,8.0,False
bum,ass,3432.0,False
bum,cock,11.0,False
bum,balls,7.0,False
bum,face,404.0,False
bum,head,209.0,False
bum,nuts,45.0,False
bum,brain,5.0,False
bum,brains,1.0,False
bum,knuckle,9.0,False
bum,mouth,0.0,False
bum,nose,10.0,False
bum,skull,3.0,False
bum,tard,74.0,False
bum,oid,0.0,False
bum,ster,204.0,True
bum,azoid,0.0,False
bum,let,8.0,False
bum,fuck,98471.4,True
bum,shit,130.0,False
bum,fart,93.0,False
bum,wit,7.0,False
bum,lib,0.0,False
bum,breath,4.0,False
dick,wad,62689.075,True
dick,bag,67607.77500000001,True
dick,bucket,146.0,False
dick,sack,221.0,True
dick,ball,358.0,False
dick,splash,638.0,True
dick,pot,32.0,False
dick,pile,29.0,False
dick,weasel,1193.0,True
dick,monkey,105.0,False
dick,dog,109.0,False
dick,rat,34.0,False
dick,bird,346.0,False
dick,goblin,51.0,False
dick,puffin,2.0,False
dick,licker,1175.0,True
dick,muncher,305.0,False
dick,fucker,257.0,True
dick,sucker,4946.0,True
dick,lord,864.0,False
dick,clown,66.0,False
dick,slut,40.0,False
dick,pirate,4.0,False
dick,bro,106.0,False
dick,nazi,5.0,False
dick,whore,28.0,False
dick,boy,388.0,False
dick,boi,88.0,False
dick,burglar,9.0,False
dick,bandit,13.0,False
dick,bitch,183.0,False
dick,waffle,1576.0,False
dick,burger,261.0,False
dick,cake,82.0,False
dick,nugget,695.0,False
dick,rag,125.0,False
dick,nozzle,510.0,False
dick,stain,747.0,False
dick,wagon,460.0,False
dick,weed,25307.0,True
dick,hat,1448.0,False
dick,canoe,32.0,False
dick,boat,97.0,False
dick,stick,718.0,False
dick,socket,30.0,False
dick,trumpet,33.0,False
dick,mitten,45.0,False
dick,twat,239.0,False
dick,dick,305.0,False
dick,cunt,278.0,False
dick,ass,3086.0,True
dick,cock,197.0,False
dick,balls,1291.0,False
dick,face,24276.0,True
dick,head,855756.4,True
dick,nuts,1434.0,True
dick,brain,1185.0,True
dick,brains,273.0,True
dick,knuckle,46.0,False
dick,mouth,409.0,False
dick,nose,5890.0,False
dick,skull,18.0,False
dick,tard,830.0,True
dick,oid,6.0,False
dick,ster,678.0,True
dick,azoid,10.0,False
dick,let,6552.0,True
dick,fuck,2401.0,True
dick,shit,3434.0,True
dick,fart,1200.0,False
dick,wit,515.0,True
dick,lib,0.0,False
dick,breath,1220.0,True
cock,wad,959.0,True
cock,bag,6296.0,True
cock,bucket,54.0,False
cock,sack,163.0,True
cock,ball,127.0,False
cock,splash,55.0,False
cock,pot,460.0,False
cock,pile,25.0,False
cock,weasel,602.0,True
cock,monkey,241.0,False
cock,dog,114.0,False
cock,rat,32.0,False
cock,bird,179.0,True
cock,goblin,1276.0,False
cock,puffin,5.0,False
cock,licker,270.0,True
cock,muncher,885.0,True
cock,fucker,315.0,True
cock,sucker,142885.80000000002,True
cock,lord,384.0,False
cock,clown,18.0,False
cock,slut,1991.0,True
cock,pirate,15.0,False
cock,bro,53.0,False
cock,nazi,10.0,False
cock,whore,849.0,True
cock,boy,936.0,False
cock,boi,70.0,False
cock,burglar,26.0,False
cock,bandit,22.0,False
cock,bitch,23.0,False
cock,waffle,2440.0,False
cock,burger,87.0,False
cock,cake,56.0,False
cock,nugget,553.0,False
cock,rag,87.0,False
cock,nozzle,445.0,False
cock,stain,1153.0,True
cock,wagon,182.0,False
cock,weed,118.0,True
cock,hat,166.0,False
cock,canoe,7.0,False
cock,boat,157.0,True
cock,stick,99.0,False
cock,socket,641.0,True
cock,trumpet,64.0,False
cock,mitten,6.0,False
cock,twat,47.0,False
cock,dick,240.0,False
cock,cunt,37.0,False
cock,ass,957.0,False
cock,cock,250.0,False
cock,balls,323.0,False
cock,face,2437.0,True
cock,head,19985.0,True
cock,nuts,97.0,False
cock,brain,91.0,True
cock,brains,30.0,True
cock,knuckle,85.0,False
cock,mouth,212.0,False
cock,nose,618.0,False
cock,skull,17.0,False
cock,tard,330.0,False
cock,oid,5.0,False
cock,ster,331.0,True
cock,azoid,35.0,False
cock,let,816.0,False
cock,fuck,514.0,False
cock,shit,499.0,True
cock,fart,168.0,False
cock,wit,210.0,False
cock,lib,0.0,False
cock,breath,787.0,True
twat,wad,152.0,False
twat,bag,1074.0,False
twat,bucket,127.0,False
twat,sack,60.0,False
twat,ball,34.0,False
twat,splash,0.0,False
twat,pot,6.0,False
twat,pile,2.0,False
twat,weasel,90.0,False
twat,monkey,163.0,False
twat,dog,22.0,False
twat,rat,1.0,False
twat,bird,11.0,False
twat,goblin,248.0,False
twat,puffin,10.0,False
twat,licker,20.0,False
twat,muncher,41.0,False
twat,fucker,20.0,False
twat,sucker,6.0,False
twat,lord,72.0,False
twat,clown,5.0,False
twat,slut,1.0,False
twat,pirate,0.0,False
twat,bro,3.0,False
twat,nazi,1.0,False
twat,whore,6.0,False
twat,boy,32.0,False
twat,boi,9.0,False
twat,burglar,13.0,False
twat,bandit,3.0,False
twat,bitch,12.0,False
twat,waffle,17379.0,True
twat,burger,218.0,False
twat,cake,96.0,False
twat,nugget,269.0,False
twat,rag,58.0,False
twat,nozzle,341.0,False
twat,stain,100.0,False
twat,wagon,43.0,False
twat,weed,6.0,False
twat,hat,14.0,False
twat,canoe,69.0,False
twat,boat,0.0,False
twat,stick,86.0,False
twat,socket,5.0,False
twat,trumpet,1.0,False
twat,mitten,0.0,False
twat,twat,8.0,False
twat,dick,14.0,False
twat,cunt,130.0,False
twat,ass,19.0,False
twat,cock,20.0,False
twat,balls,17.0,False
twat,face,1220.0,False
twat,head,338.0,False
twat,nuts,7.0,False
twat,brain,17.0,False
twat,brains,5.0,False
twat,knuckle,120.0,False
twat,mouth,32.0,False
twat,nose,22.0,False
twat,skull,3.0,False
twat,tard,21.0,False
twat,oid,4.0,False
twat,ster,60.0,False
twat,azoid,5.0,False
twat,let,23.0,False
twat,fuck,149.0,False
twat,shit,35.0,False
twat,fart,29.0,False
twat,wit,12.0,False
twat,lib,0.0,False
twat,breath,13.0,False
knob,wad,5.0,False
knob,bag,0.0,False
knob,bucket,0.0,False
knob,sack,44.0,False
knob,ball,1.0,False
knob,splash,4.0,False
knob,pot,0.0,False
knob,pile,0.0,False
knob,weasel,12.0,False
knob,monkey,0.0,False
knob,dog,4.0,False
knob,rat,2.0,False
knob,bird,0.0,False
knob,goblin,372.0,False
knob,puffin,0.0,False
knob,licker,40.0,False
knob,muncher,9.0,False
knob,fucker,4.0,False
knob,sucker,25.0,False
knob,lord,17.0,False
knob,clown,11.0,False
knob,slut,0.0,False
knob,pirate,0.0,False
knob,bro,0.0,False
knob,nazi,0.0,False
knob,whore,0.0,False
knob,boy,2.0,False
knob,boi,0.0,False
knob,burglar,0.0,False
knob,bandit,0.0,False
knob,bitch,0.0,False
knob,waffle,16.0,False
knob,burger,0.0,False
knob,cake,11.0,False
knob,nugget,1.0,False
knob,rag,0.0,False
knob,nozzle,0.0,False
knob,stain,11.0,False
knob,wagon,1.0,False
knob,weed,44.0,True
knob,hat,7.0,False
knob,canoe,1.0,False
knob,boat,0.0,False
knob,stick,201.0,True
knob,socket,18.0,False
knob,trumpet,1.0,False
knob,mitten,0.0,False
knob,twat,3.0,True
knob,dick,8.0,False
knob,cunt,1.0,False
knob,ass,2.0,False
knob,cock,17.0,False
knob,balls,0.0,False
knob,face,81.0,False
knob,head,23458.0,True
knob,nuts,7.0,False
knob,brain,0.0,False
knob,brains,0.0,False
knob,knuckle,6.0,False
knob,mouth,0.0,False
knob,nose,3.0,False
knob,skull,1.0,False
knob,tard,11.0,False
knob,oid,2.0,False
knob,ster,41.0,False
knob,azoid,3.0,False
knob,let,73.0,True
knob,fuck,11.0,False
knob,shit,5.0,False
knob,fart,0.0,False
knob,wit,3.0,False
knob,lib,0.0,False
knob,breath,0.0,False
pecker,wad,8.0,False
pecker,bag,1.0,False
pecker,bucket,0.0,False
pecker,sack,0.0,False
pecker,ball,3.0,False
pecker,splash,0.0,False
pecker,pot,0.0,False
pecker,pile,0.0,False
pecker,weasel,2.0,False
pecker,monkey,0.0,False
pecker,dog,1.0,False
pecker,rat,0.0,False
pecker,bird,9.0,False
pecker,goblin,0.0,False
pecker,puffin,0.0,False
pecker,licker,2.0,False
pecker,muncher,0.0,False
pecker,fucker,2.0,False
pecker,sucker,6.0,False
pecker,lord,2.0,False
pecker,clown,0.0,False
pecker,slut,0.0,False
pecker,pirate,0.0,False
pecker,bro,0.0,False
pecker,nazi,0.0,False
pecker,whore,0.0,False
pecker,boy,5.0,False
pecker,boi,0.0,False
pecker,burglar,0.0,False
pecker,bandit,0.0,False
pecker,bitch,0.0,False
pecker,waffle,0.0,False
pecker,burger,0.0,False
pecker,cake,0.0,False
pecker,nugget,3.0,False
pecker,rag,0.0,False
pecker,nozzle,0.0,False
pecker,stain,2.0,False
pecker,wagon,0.0,False
pecker,weed,2.0,False
pecker,hat,1.0,False
pecker,canoe,0.0,False
pecker,boat,0.0,False
pecker,stick,1.0,False
pecker,socket,0.0,False
pecker,trumpet,0.0,False
pecker,mitten,1.0,False
pecker,twat,0.0,False
pecker,dick,34.0,False
pecker,cunt,0.0,False
pecker,ass,1.0,False
pecker,cock,1.0,False
pecker,balls,2.0,False
pecker,face,72.0,False
pecker,head,3140.0,True
pecker,nuts,5.0,False
pecker,brain,111.0,False
pecker,brains,4.0,False
pecker,knuckle,0.0,False
pecker,mouth,1.0,False
pecker,nose,3.0,False
pecker,skull,0.0,False
pecker,tard,0.0,False
pecker,oid,1.0,False
pecker,ster,0.0,False
pecker,azoid,0.0,False
pecker,let,0.0,False
pecker,fuck,1.0,False
pecker,shit,1.0,False
pecker,fart,1.0,False
pecker,wit,1.0,False
pecker,lib,0.0,False
pecker,breath,13.0,False
prick,wad,70.0,True
prick,bag,85.0,False
prick,bucket,1.0,False
prick,sack,2.0,False
prick,ball,9.0,False
prick,splash,0.0,False
prick,pot,0.0,False
prick,pile,0.0,False
prick,weasel,15.0,False
prick,monkey,1.0,False
prick,dog,2.0,False
prick,rat,1.0,False
prick,bird,0.0,False
prick,goblin,1.0,False
prick,puffin,0.0,False
prick,licker,20.0,False
prick,muncher,1.0,False
prick,fucker,0.0,False
prick,sucker,2.0,False
prick,lord,29.0,False
prick,clown,0.0,False
prick,slut,0.0,False
prick,pirate,1.0,False
prick,bro,0.0,False
prick,nazi,0.0,False
prick,whore,0.0,False
prick,boy,9.0,False
prick,boi,2.0,False
prick,burglar,0.0,False
prick,bandit,0.0,False
prick,bitch,13.0,False
prick,waffle,11.0,False
prick,burger,1.0,False
prick,cake,0.0,False
prick,nugget,7.0,False
prick,rag,2.0,False
prick,nozzle,6.0,False
prick,stain,10.0,False
prick,wagon,2.0,False
prick,weed,6.0,False
prick,hat,4.0,False
prick,canoe,0.0,False
prick,boat,0.0,False
prick,stick,23.0,False
prick,socket,0.0,False
prick,trumpet,0.0,False
prick,mitten,0.0,False
prick,twat,5.0,False
prick,dick,19.0,False
prick,cunt,8.0,False
prick,ass,48.0,False
prick,cock,2.0,False
prick,balls,0.0,False
prick,face,247.0,True
prick,head,200.0,True
prick,nuts,2.0,False
prick,brain,1.0,False
prick,brains,2.0,False
prick,knuckle,0.0,False
prick,mouth,2.0,False
prick,nose,5.0,False
prick,skull,0.0,False
prick,tard,39.0,False
prick,oid,1.0,False
prick,ster,190.0,False
prick,azoid,6.0,False
prick,let,26.0,True
prick,fuck,36.0,False
prick,shit,31.0,False
prick,fart,1.0,False
prick,wit,49.0,False
prick,lib,0.0,False
prick,breath,0.0,False
pussy,wad,10.0,False
pussy,bag,11.0,False
pussy,bucket,3.0,False
pussy,sack,4.0,False
pussy,ball,263.0,False
pussy,splash,0.0,False
pussy,pot,6.0,False
pussy,pile,752.0,False
pussy,weasel,2.0,False
pussy,monkey,0.0,False
pussy,dog,26.0,False
pussy,rat,2.0,False
pussy,bird,4.0,False
pussy,goblin,6.0,False
pussy,puffin,0.0,False
pussy,licker,385.0,True
pussy,muncher,24.0,False
pussy,fucker,167.0,True
pussy,sucker,8.0,False
pussy,lord,37.0,False
pussy,clown,3.0,False
pussy,slut,14.0,False
pussy,pirate,3.0,False
pussy,bro,6.0,False
pussy,nazi,1.0,False
pussy,whore,8.0,False
pussy,boy,2662.0,True
pussy,boi,1623.0,False
pussy,burglar,4.0,False
pussy,bandit,7.0,False
pussy,bitch,450.0,False
pussy,waffle,9.0,False
pussy,burger,50.0,False
pussy,cake,57.0,False
pussy,nugget,1.0,False
pussy,rag,13.0,False
pussy,nozzle,0.0,False
pussy,stain,2.0,False
pussy,wagon,818.0,False
pussy,weed,18.0,False
pussy,hat,2875.0,True
pussy,canoe,2.0,False
pussy,boat,14.0,False
pussy,stick,49.0,False
pussy,socket,0.0,False
pussy,trumpet,0.0,False
pussy,mitten,0.0,False
pussy,twat,28.0,False
pussy,dick,234.0,False
pussy,cunt,86.0,False
pussy,ass,1505.0,False
pussy,cock,136.0,False
pussy,balls,45.0,False
pussy,face,633.0,False
pussy,head,115.0,False
pussy,nuts,7.0,False
pussy,brain,18.0,False
pussy,brains,6.0,False
pussy,knuckle,3.0,False
pussy,mouth,105.0,False
pussy,nose,3.0,False
pussy,skull,0.0,False
pussy,tard,9.0,False
pussy,oid,0.0,False
pussy,ster,1.0,False
pussy,azoid,0.0,False
pussy,let,3.0,False
pussy,fuck,540.0,False
pussy,shit,405.0,False
pussy,fart,1038.0,False
pussy,wit,0.0,False
pussy,lib,1.0,False
pussy,breath,30.0,True
tit,wad,43.0,False
tit,bag,128.0,False
tit,bucket,6.0,False
tit,sack,24.0,False
tit,ball,121.0,False
tit,splash,1.0,False
tit,pot,3.0,False
tit,pile,0.0,False
tit,weasel,24.0,False
tit,monkey,7.0,False
tit,dog,6.0,False
tit,rat,78.0,False
tit,bird,30.0,False
tit,goblin,3.0,False
tit,puffin,0.0,False
tit,licker,43.0,False
tit,muncher,11.0,False
tit,fucker,6827.0,False
tit,sucker,102.0,True
tit,lord,57.0,False
tit,clown,4.0,False
tit,slut,12.0,False
tit,pirate,0.0,False
tit,bro,21.0,False
tit,nazi,1.0,False
tit,whore,28.0,False
tit,boy,56.0,False
tit,boi,11.0,False
tit,burglar,2.0,False
tit,bandit,0.0,False
tit,bitch,19.0,False
tit,waffle,31.0,False
tit,burger,32.0,False
tit,cake,16.0,False
tit,nugget,11.0,False
tit,rag,3.0,False
tit,nozzle,0.0,False
tit,stain,9.0,False
tit,wagon,12.0,False
tit,weed,6.0,False
tit,hat,11.0,False
tit,canoe,1.0,False
tit,boat,3.0,False
tit,stick,13.0,False
tit,socket,0.0,False
tit,trumpet,0.0,False
tit,mitten,1.0,False
tit,twat,5.0,False
tit,dick,85.0,False
tit,cunt,15.0,False
tit,ass,73.0,False
tit,cock,71.0,False
tit,balls,310.0,False
tit,face,215.0,False
tit,head,388.0,True
tit,nuts,6.0,False
tit,brain,7.0,False
tit,brains,5.0,False
tit,knuckle,3.0,False
tit,mouth,9.0,False
tit,nose,28.0,False
tit,skull,0.0,False
tit,tard,6.0,False
tit,oid,1.0,False
tit,ster,262.0,False
tit,azoid,0.0,False
tit,let,105.0,True
tit,fuck,30802.75,True
tit,shit,72.0,False
tit,fart,23.0,False
tit,wit,28.0,False
tit,lib,0.0,False
tit,breath,0.0,False
fuck,wad,84336.225,True
fuck,bag,9430.0,True
fuck,bucket,1300.0,True
fuck,sack,333.0,False
fuck,ball,1458.0,True
fuck,splash,22.0,False
fuck,pot,140.0,True
fuck,pile,684.0,False
fuck,weasel,808.0,True
fuck,monkey,396.0,False
fuck,dog,168.0,False
fuck,rat,115.0,False
fuck,bird,641.0,False
fuck,goblin,67.0,False
fuck,puffin,20.0,False
fuck,licker,33.0,False
fuck,muncher,37.0,False
fuck,fucker,48.0,False
fuck,sucker,75.0,False
fuck,lord,1218.0,True
fuck,clown,137.0,False
fuck,slut,1647.0,True
fuck,pirate,7.0,False
fuck,bro,58.0,False
fuck,nazi,13.0,False
fuck,whore,254.0,False
fuck,boy,109988.95,True
fuck,boi,49880.975000000006,True
fuck,burglar,7.0,False
fuck,bandit,4.0,False
fuck,bitch,276.0,False
fuck,waffle,1003.0,True
fuck,burger,140.0,False
fuck,cake,118.0,True
fuck,nugget,10859.0,True
fuck,rag,430.0,False
fuck,nozzle,789.0,False
fuck,stain,6409.0,True
fuck,wagon,510.0,False
fuck,weed,369.0,True
fuck,hat,633.0,False
fuck,canoe,53.0,False
fuck,boat,183.0,False
fuck,stick,42636.850000000006,True
fuck,socket,55.0,False
fuck,trumpet,1290.0,False
fuck,mitten,13.0,False
fuck,twat,3296.0,True
fuck,dick,416.0,False
fuck,cunt,569.0,False
fuck,ass,17282.0,True
fuck,cock,76.0,False
fuck,balls,12148.0,True
fuck,face,125767.75,True
fuck,head,123223.175,True
fuck,nuts,20122.0,True
fuck,brain,532.0,True
fuck,brains,283.0,True
fuck,knuckle,1723.0,True
fuck,mouth,254.0,False
fuck,nose,345.0,True
fuck,skull,65.0,True
fuck,tard,234587.9,True
fuck,oid,41.0,False
fuck,ster,351.0,True
fuck,azoid,46.0,False
fuck,let,173.0,True
fuck,fuck,3916.0,False
fuck,shit,10609.0,True
fuck,fart,174.0,False
fuck,wit,228196.025,True
fuck,lib,1.0,False
fuck,breath,46.0,False
wank,wad,9.0,False
wank,bag,311.0,False
wank,bucket,41.0,False
wank,sack,17.0,False
wank,ball,191.0,False
wank,splash,37.0,False
wank,pot,123.0,False
wank,pile,8.0,False
wank,weasel,5.0,False
wank,monkey,3.0,False
wank,dog,21.0,False
wank,rat,1.0,False
wank,bird,3.0,False
wank,goblin,12.0,False
wank,puffin,532.0,True
wank,licker,1.0,False
wank,muncher,0.0,False
wank,fucker,0.0,False
wank,sucker,0.0,False
wank,lord,97.0,False
wank,clown,0.0,False
wank,slut,2.0,False
wank,pirate,0.0,False
wank,bro,2.0,False
wank,nazi,0.0,False
wank,whore,1.0,False
wank,boy,28.0,False
wank,boi,8.0,False
wank,burglar,1.0,False
wank,bandit,0.0,False
wank,bitch,3.0,False
wank,waffle,10.0,False
wank,burger,7.0,False
wank,cake,3.0,False
wank,nugget,26.0,False
wank,rag,146.0,False
wank,nozzle,17.0,False
wank,stain,7756.0,True
wank,wagon,16.0,False
wank,weed,0.0,False
wank,hat,11.0,False
wank,canoe,0.0,False
wank,boat,2.0,False
wank,stick,73.0,False
wank,socket,1.0,False
wank,trumpet,21.0,False
wank,mitten,2.0,False
wank,twat,7.0,False
wank,dick,2.0,False
wank,cunt,6.0,False
wank,ass,16.0,False
wank,cock,38.0,False
wank,balls,7.0,False
wank,face,145.0,True
wank,head,81.0,True
wank,nuts,13.0,False
wank,brain,5.0,False
wank,brains,2.0,False
wank,knuckle,3.0,False
wank,mouth,1.0,False
wank,nose,1.0,False
wank,skull,3.0,False
wank,tard,158.0,False
wank,oid,4.0,False
wank,ster,908.0,True
wank,azoid,1.0,False
wank,let,14.0,False
wank,fuck,48.0,False
wank,shit,45.0,False
wank,fart,34.0,False
wank,wit,7.0,False
wank,lib,0.0,False
wank,breath,3.0,False
dumb,wad,70.0,False
dumb,bag,25.0,False
dumb,bucket,5.0,False
dumb,sack,9.0,False
dumb,ball,70.0,False
dumb,splash,0.0,False
dumb,pot,5.0,False
dumb,pile,1.0,False
dumb,weasel,2.0,False
dumb,monkey,6.0,False
dumb,dog,276.0,False
dumb,rat,5.0,False
dumb,bird,22.0,False
dumb,goblin,0.0,False
dumb,puffin,0.0,False
dumb,licker,0.0,False
dumb,muncher,0.0,False
dumb,fucker,353.0,True
dumb,sucker,1.0,False
dumb,lord,43.0,False
dumb,clown,3.0,False
dumb,slut,90.0,False
dumb,pirate,0.0,False
dumb,bro,16.0,False
dumb,nazi,0.0,False
dumb,whore,57.0,False
dumb,boy,45.0,False
dumb,boi,69.0,False
dumb,burglar,0.0,False
dumb,bandit,0.0,False
dumb,bitch,6430.0,False
dumb,waffle,4.0,False
dumb,burger,4.0,False
dumb,cake,12.0,False
dumb,nugget,18.0,False
dumb,rag,1.0,False
dumb,nozzle,1.0,False
dumb,stain,7.0,False
dumb,wagon,7.0,False
dumb,weed,10.0,False
dumb,hat,22.0,False
dumb,canoe,0.0,False
dumb,boat,3.0,False
dumb,stick,111.0,False
dumb,socket,0.0,False
dumb,trumpet,1.0,False
dumb,mitten,0.0,False
dumb,twat,51.0,False
dumb,dick,484.0,False
dumb,cunt,3699.0,False
dumb,ass,3631047.65,True
dumb,cock,39.0,False
dumb,balls,31.0,False
dumb,face,892.0,False
dumb,head,1609.0,True
dumb,nuts,884.0,True
dumb,brain,51.0,False
dumb,brains,4.0,False
dumb,knuckle,2.0,False
dumb,mouth,5.0,False
dumb,nose,1.0,False
dumb,skull,77.0,False
dumb,tard,637.0,False
dumb,oid,9.0,False
dumb,ster,3239.0,False
dumb,azoid,1.0,False
dumb,let,21.0,False
dumb,fuck,191951.05,True
dumb,shit,85285.875,True
dumb,fart,44.0,False
dumb,wit,879.0,False
dumb,lib,3.0,False
dumb,breath,0.0,False
lame,wad,403.0,True
lame,bag,4.0,False
lame,bucket,0.0,False
lame,sack,3.0,False
lame,ball,38.0,False
lame,splash,0.0,False
lame,pot,1.0,False
lame,pile,0.0,False
lame,weasel,0.0,False
lame,monkey,2.0,False
lame,dog,37.0,False
lame,rat,238.0,False
lame,bird,3.0,False
lame,goblin,1.0,False
lame,puffin,0.0,False
lame,licker,0.0,False
lame,muncher,0.0,False
lame,fucker,1.0,False
lame,sucker,0.0,False
lame,lord,20.0,False
lame,clown,0.0,False
lame,slut,1.0,False
lame,pirate,1.0,False
lame,bro,34.0,False
lame,nazi,0.0,False
lame,whore,0.0,False
lame,boy,353.0,False
lame,boi,55.0,False
lame,burglar,0.0,False
lame,bandit,0.0,False
lame,bitch,4.0,False
lame,waffle,1.0,False
lame,burger,21.0,False
lame,cake,16.0,False
lame,nugget,0.0,False
lame,rag,0.0,False
lame,nozzle,0.0,False
lame,stain,139.0,False
lame,wagon,1.0,False
lame,weed,0.0,False
lame,hat,1.0,False
lame,canoe,0.0,False
lame,boat,9.0,False
lame,stick,3.0,False
lame,socket,0.0,False
lame,trumpet,0.0,False
lame,mitten,0.0,False
lame,twat,1.0,False
lame,dick,71.0,False
lame,cunt,6.0,False
lame,ass,6662.0,True
lame,cock,19.0,False
lame,balls,81.0,False
lame,face,54.0,False
lame,head,28.0,True
lame,nuts,2.0,False
lame,brain,931.0,True
lame,brains,1116.0,True
lame,knuckle,0.0,False
lame,mouth,3.0,False
lame,nose,1.0,False
lame,skull,0.0,False
lame,tard,58.0,False
lame,oid,108.0,True
lame,ster,55.0,True
lame,azoid,8.0,False
lame,let,0.0,False
lame,fuck,58.0,False
lame,shit,73.0,False
lame,fart,6.0,False
lame,wit,1.0,False
lame,lib,2.0,False
lame,breath,0.0,False
gay,wad,1947.0,True
gay,bag,22.0,False
gay,bucket,0.0,False
gay,sack,10.0,False
gay,ball,194.0,False
gay,splash,0.0,False
gay,pot,9.0,False
gay,pile,23.0,False
gay,weasel,0.0,False
gay,monkey,2.0,False
gay,dog,45.0,False
gay,rat,93.0,False
gay,bird,86.0,False
gay,goblin,4.0,False
gay,puffin,0.0,False
gay,licker,1.0,False
gay,muncher,0.0,False
gay,fucker,13.0,False
gay,sucker,1.0,False
gay,lord,44913.575,True
gay,clown,6.0,False
gay,slut,31.0,False
gay,pirate,2.0,False
gay,bro,12267.0,False
gay,nazi,43.0,False
gay,whore,19.0,False
gay,boy,5476.0,True
gay,boi,4532.0,False
gay,burglar,0.0,False
gay,bandit,7.0,False
gay,bitch,31.0,False
gay,waffle,1.0,False
gay,burger,22.0,False
gay,cake,43.0,False
gay,nugget,2.0,False
gay,rag,1.0,False
gay,nozzle,0.0,False
gay,stain,1.0,False
gay,wagon,15.0,False
gay,weed,80.0,False
gay,hat,11.0,False
gay,canoe,0.0,False
gay,boat,9.0,False
gay,stick,5.0,False
gay,socket,0.0,False
gay,trumpet,0.0,False
gay,mitten,0.0,False
gay,twat,15.0,False
gay,dick,60.0,False
gay,cunt,201.0,False
gay,ass,5127.0,False
gay,cock,111.0,False
gay,balls,240.0,False
gay,face,863.0,True
gay,head,147.0,False
gay,nuts,15.0,False
gay,brain,10.0,False
gay,brains,2.0,False
gay,knuckle,0.0,False
gay,mouth,13.0,False
gay,nose,5.0,False
gay,skull,335.0,False
gay,tard,676.0,True
gay,oid,4.0,False
gay,ster,90.0,False
gay,azoid,0.0,False
gay,let,17.0,False
gay,fuck,129.0,False
gay,shit,634.0,False
gay,fart,12.0,False
gay,wit,0.0,False
gay,lib,33.0,False
gay,breath,0.0,False
homo,wad,1.0,False
homo,bag,1.0,False
homo,bucket,0.0,False
homo,sack,0.0,False
homo,ball,23.0,False
homo,splash,0.0,False
homo,pot,0.0,False
homo,pile,0.0,False
homo,weasel,0.0,False
homo,monkey,0.0,False
homo,dog,6.0,False
homo,rat,1.0,False
homo,bird,3.0,False
homo,goblin,165.0,False
homo,puffin,0.0,False
homo,licker,1.0,False
homo,muncher,0.0,False
homo,fucker,8.0,False
homo,sucker,5.0,False
homo,lord,25.0,False
homo,clown,1.0,False
homo,slut,4.0,False
homo,pirate,0.0,False
homo,bro,94.0,False
homo,nazi,121.0,True
homo,whore,2.0,True
homo,boy,60.0,False
homo,boi,10.0,False
homo,burglar,1.0,False
homo,bandit,0.0,False
homo,bitch,9.0,False
homo,waffle,0.0,False
homo,burger,10.0,False
homo,cake,4.0,False
homo,nugget,0.0,False
homo,rag,0.0,False
homo,nozzle,0.0,False
homo,stain,0.0,False
homo,wagon,2.0,False
homo,weed,4.0,False
homo,hat,89.0,False
homo,canoe,0.0,False
homo,boat,1.0,False
homo,stick,1.0,False
homo,socket,0.0,False
homo,trumpet,0.0,False
homo,mitten,0.0,False
homo,twat,0.0,False
homo,dick,4.0,False
homo,cunt,5.0,False
homo,ass,11.0,False
homo,cock,1.0,False
homo,balls,9.0,False
homo,face,14.0,False
homo,head,3.0,False
homo,nuts,0.0,False
homo,brain,2.0,False
homo,brains,1.0,False
homo,knuckle,0.0,False
homo,mouth,2.0,False
homo,nose,0.0,False
homo,skull,0.0,False
homo,tard,20.0,False
homo,oid,0.0,False
homo,ster,2.0,False
homo,azoid,0.0,False
homo,let,2.0,False
homo,fuck,40.0,False
homo,shit,63.0,False
homo,fart,0.0,False
homo,wit,0.0,False
homo,lib,1.0,False
homo,breath,1.0,False
queer,wad,3.0,False
queer,bag,193.0,False
queer,bucket,2.0,False
queer,sack,1.0,False
queer,ball,50.0,False
queer,splash,0.0,False
queer,pot,0.0,False
queer,pile,1.0,False
queer,weasel,0.0,False
queer,monkey,0.0,False
queer,dog,1.0,False
queer,rat,54.0,False
queer,bird,2.0,False
queer,goblin,0.0,False
queer,puffin,0.0,False
queer,licker,1.0,False
queer,muncher,0.0,False
queer,fucker,0.0,False
queer,sucker,0.0,False
